Original Folder Location,Original Image Name,New Image Name,If Modified,Category
1 Trophy Catalogue/1 Resin/HX-Supply,HX-1756B.jpg,HX-1756B.jpg,,Resin
1 Trophy Catalogue/1 Resin/HX-Supply,HX-2368.jpg,HX-2368.jpg,,Resin
1 Trophy Catalogue/1 Resin/HX-Supply,HX-1891.jpg,HX-1891.jpg,,Resin
1 Trophy Catalogue/1 Resin/HX-Supply,HX-3195C.jpg,HX-3195C.jpg,,Resin
1 Trophy Catalogue/1 Resin/HX-Supply,HX-3662A.jpg,HX-3662A.jpg,,Resin
1 Trophy Catalogue/1 Resin/HX-Supply,HX-1306.jpg,HX-1306.jpg,,Resin
1 Trophy Catalogue/1 Resin/HX-Supply,HX-1645A.jpg,HX-1645A.jpg,,Resin
1 Trophy Catalogue/1 Resin/HX-Supply,HX-2357A (Clearing Sale).jpg,HX-2357A.jpg,Yes,Resin
1 Trophy Catalogue/1 Resin/HX-Supply,HX-1237 (Clearing Sale).jpg,HX-1237.jpg,Yes,Resin
1 Trophy Catalogue/1 Resin/HX-Supply,HX-2497-B.jpg,HX-2497-B.jpg,,Resin
1 Trophy Catalogue/1 Resin/HX-Supply,HX-3249B.jpg,HX-3249B.jpg,,Resin
1 Trophy Catalogue/1 Resin/HX-Supply,HX-1307.jpg,HX-1307.jpg,,Resin
1 Trophy Catalogue/1 Resin/DD-Supply,DD-025.jpg,DD-025.jpg,,Resin
1 Trophy Catalogue/1 Resin/DD-Supply,DD-047.jpg,DD-047.jpg,,Resin
1 Trophy Catalogue/1 Resin/DD-Supply,DD-053.jpg,DD-053.jpg,,Resin
1 Trophy Catalogue/1 Resin/DD-Supply,DD-016.jpg,DD-016.jpg,,Resin
