ENTRY,PERIOD,DOCNO,DATE,STOCKNO,QTY,REF,ORDERNO,ACCNO,RETAIL,COST,DISC,REP,USER,LOCATION,EXCODE,FRETAIL,FCOST
I,1,000343,2023-11-10,CS-KH14-S,20.0,,000343,PA0400,277.2,308.0,0.0,003,BIANCA P,00,00,277.2,0.0
I,1,000344,2023-11-10,CS-KH201,29.0,,000301,WHC010,82.72,94.0,0.0,001,ESTHER,00,00,82.72,0.0
I,1,000344,2023-11-10,CS-KH202,5.0,,000301,WHC010,82.72,94.0,0.0,001,ESTHER,00,00,82.72,0.0
I,1,000344,2023-11-10,CS-PP46,2.0,,000301,WHC010,171.6,195.0,0.0,001,ESTHER,00,00,171.6,0.0
I,1,000344,2023-11-10,CS-06B-S,2.0,,000301,WHC010,230.56,262.0,0.0,001,ESTHER,00,00,230.56,0.0
I,1,000344,2023-11-10,CS-PP102-L,1.0,,000301,WHC010,277.2,315.0,0.0,001,ESTHER,00,00,277.2,0.0
I,1,000344,2023-11-10,CS-PP102-M,1.0,,000301,WHC010,237.6,270.0,0.0,001,ESTHER,00,00,237.6,0.0
I,1,000344,2023-11-10,CS-PP102-S,1.0,,000301,WHC010,204.16,232.0,0.0,001,ESTHER,00,00,204.16,0.0
I,1,000344,2023-11-10,CS-SG-600M,1.0,,000301,WHC010,198.88,226.0,0.0,001,ESTHER,00,00,198.88,0.0
I,1,000345,2023-11-13,LD-T082-100,2.0,HATZOLAH,000336,IT0100,114.3,127.0,0.0,003,BIANCA P,00,00,114.3,0.0
I,1,000345,2023-11-13,LD-GT03-S,21.0,HATZOLAH,000336,IT0100,135.0,150.0,0.0,003,BIANCA P,00,00,135.0,0.0
I,1,000346,2023-11-13,LD-GLB80,11.0,MELANIE SCHEEPERS,000337,IT0100,74.7,83.0,0.0,003,BIANCA P,00,00,74.7,0.0
I,1,000346,2023-11-13,CS-158040-C,11.0,MELANIE SCHEEPERS,000337,IT0100,144.0,160.0,0.0,003,BIANCA P,00,00,144.0,0.0
I,1,000346,2023-11-13,LD-L40,11.0,MELANIE SCHEEPERS,000337,IT0100,23.4,26.0,0.0,003,BIANCA P,00,00,23.4,0.0
I,1,000347,2023-11-13,CS-PP102-M,12.0,,000338,3DCC01,248.4,270.0,0.0,001,ESTHER,00,00,248.4,0.0
I,1,000347,2023-11-13,JL-L01-GD,100.0,,000338,3DCC01,9.66,10.5,0.0,001,ESTHER,00,00,9.66,0.0
N,1,000214,2023-11-13,YT6073-5,-74.0,,QTY,,0.0,6.5,0.0,,BIANCA,00,00,0.0,0.0
I,1,000348,2023-11-13,CS-KH205,60.0,,000346,TC0700,84.6,94.0,0.0,001,ESTHER,00,00,84.6,0.0
I,1,000348,2023-11-13,CS-KH202,10.0,,000346,TC0700,84.6,94.0,0.0,001,ESTHER,00,00,84.6,0.0
I,1,000348,2023-11-13,CS-KH203,15.0,,000346,TC0700,84.6,94.0,0.0,001,ESTHER,00,00,84.6,0.0
I,1,000348,2023-11-13,LD-GT01-L,3.0,,000346,TC0700,142.2,158.0,0.0,001,ESTHER,00,00,142.2,0.0
I,1,000348,2023-11-13,LD-GT01-M,3.0,,000346,TC0700,129.6,144.0,0.0,001,ESTHER,00,00,129.6,0.0
I,1,000348,2023-11-13,LD-GT00-S,3.0,,000346,TC0700,129.6,144.0,0.0,001,ESTHER,00,00,129.6,0.0
I,1,000348,2023-11-13,CS-C-65,5.0,,000346,TC0700,97.2,108.0,0.0,001,ESTHER,00,00,97.2,0.0
I,1,000349,2023-11-13,JT-D60Y,2.0,,,CTR010,23.0,23.0,0.0,003,BIANCA P,00,00,23.0,0.0
I,1,000350,2023-11-13,CS-H-20,15.0,,000339,VE0100,168.3,187.0,0.0,001,ESTHER,00,00,168.3,0.0
I,1,000350,2023-11-13,CS-59-1S,11.0,,000339,VE0100,135.0,150.0,0.0,001,ESTHER,00,00,135.0,0.0
I,1,000350,2023-11-13,CS-59-1M,13.0,,000339,VE0100,168.3,187.0,0.0,001,ESTHER,00,00,168.3,0.0
I,1,000350,2023-11-13,CS-59-1L,10.0,,000339,VE0100,195.3,217.0,0.0,001,ESTHER,00,00,195.3,0.0
I,1,000350,2023-11-13,CS-HEX01-L,10.0,,000339,VE0100,174.6,194.0,0.0,001,ESTHER,00,00,174.6,0.0
I,1,000350,2023-11-13,CS-HEX01-M,10.0,,000339,VE0100,142.2,158.0,0.0,001,ESTHER,00,00,142.2,0.0
I,1,000350,2023-11-13,CS-HEX01-S,11.0,,000339,VE0100,117.0,130.0,0.0,001,ESTHER,00,00,117.0,0.0
I,1,000350,2023-11-13,CS-J-68,15.0,,000339,VE0100,87.3,97.0,0.0,001,ESTHER,00,00,87.3,0.0
I,1,000350,2023-11-13,CS-45-M,10.0,,000339,VE0100,135.0,150.0,0.0,001,ESTHER,00,00,135.0,0.0
I,1,000350,2023-11-13,CS-C-4,15.0,,000339,VE0100,97.2,108.0,0.0,001,ESTHER,00,00,97.2,0.0
I,1,000351,2023-11-13,CS-45-L,2.0,,000329,SSS010,163.4,172.0,0.0,003,BIANCA P,00,00,163.4,0.0
I,1,000351,2023-11-13,CS-45-M,43.0,,000329,SSS010,142.5,150.0,0.0,003,BIANCA P,00,00,142.5,0.0
I,1,000351,2023-11-13,CS-55-M,2.0,,000329,SSS010,160.55,169.0,0.0,003,BIANCA P,00,00,160.55,0.0
I,1,000351,2023-11-13,CS-55-S,2.0,,000329,SSS010,124.45,131.0,0.0,003,BIANCA P,00,00,124.45,0.0
I,1,000351,2023-11-13,CS-55-L,2.0,,000329,SSS010,181.45,191.0,0.0,003,BIANCA P,00,00,181.45,0.0
I,1,000352,2023-11-13,LD-100,9.0,,000347,DST010,444.6,468.0,0.0,003,BIANCA P,00,00,444.6,0.0
I,1,000353,2023-11-14,CS-S-11,18.0,WEBBER WENTZEL,000322,TDG020,236.3,278.0,0.0,003,BIANCA P,00,00,236.3,0.0
I,1,000354,2023-11-14,HX-1695-A6,10.0,,000359,T06000,93.6,104.0,0.0,003,BIANCA P,00,00,93.6,0.0
I,1,000354,2023-11-14,HX-1756B,5.0,,000359,T06000,108.0,120.0,0.0,003,BIANCA P,00,00,108.0,0.0
I,1,000354,2023-11-14,HX-1174-C,10.0,,000359,T06000,39.6,44.0,0.0,003,BIANCA P,00,00,39.6,0.0
I,1,000354,2023-11-14,HX-3049-B,5.0,,000359,T06000,93.6,104.0,0.0,003,BIANCA P,00,00,93.6,0.0
I,1,000354,2023-11-14,HX-3098C,5.0,,000359,T06000,56.7,63.0,0.0,003,BIANCA P,00,00,56.7,0.0
I,1,000354,2023-11-14,HX-1536-B5,5.0,,000359,T06000,72.9,81.0,0.0,003,BIANCA P,00,00,72.9,0.0
I,1,000354,2023-11-14,HX-1891-L,2.0,,000359,T06000,162.0,180.0,0.0,003,BIANCA P,00,00,162.0,0.0
I,1,000354,2023-11-14,ZJ-DIY27,50.0,,000359,T06000,9.45,10.5,0.0,003,BIANCA P,00,00,9.45,0.0
I,1,000354,2023-11-14,HX-2688-C8,5.0,,000359,T06000,40.5,45.0,0.0,003,BIANCA P,00,00,40.5,0.0
I,1,000354,2023-11-14,HX-4599,2.0,,000359,T06000,138.6,154.0,0.0,003,BIANCA P,00,00,138.6,0.0
I,1,000354,2023-11-14,HX-4598,2.0,,000359,T06000,138.6,154.0,0.0,003,BIANCA P,00,00,138.6,0.0
I,1,000354,2023-11-14,JH-SP0099,10.0,,000359,T06000,30.6,34.0,0.0,003,BIANCA P,00,00,30.6,0.0
I,1,000354,2023-11-14,ZJ-2066-A,1.0,,000359,T06000,315.9,351.0,0.0,003,BIANCA P,00,00,315.9,0.0
I,1,000354,2023-11-14,ZJ-2066-B,1.0,,000359,T06000,288.0,320.0,0.0,003,BIANCA P,00,00,288.0,0.0
I,1,000354,2023-11-14,ZJ-2066-C,1.0,,000359,T06000,252.9,281.0,0.0,003,BIANCA P,00,00,252.9,0.0
I,1,000354,2023-11-14,JL-788S-E,2.0,,000359,T06000,116.1,129.0,0.0,003,BIANCA P,00,00,116.1,0.0
I,1,000354,2023-11-14,JL-788S-F,1.0,,000359,T06000,102.6,114.0,0.0,003,BIANCA P,00,00,102.6,0.0
I,1,000355,2023-11-14,CS-K08-L,3.0,,000335,TB0100,375.76,427.0,0.0,003,BIANCA P,00,00,375.76,0.0
I,1,000355,2023-11-14,CS-K08-M,2.0,,000335,TB0100,330.0,375.0,0.0,003,BIANCA P,00,00,330.0,0.0
I,1,000355,2023-11-14,CS-PP102-S,4.0,,000335,TB0100,204.16,232.0,0.0,003,BIANCA P,00,00,204.16,0.0
I,1,000355,2023-11-14,CS-K05-M,8.0,,000335,TB0100,264.0,300.0,0.0,003,BIANCA P,00,00,264.0,0.0
I,1,000355,2023-11-14,LD-90-S,1.0,,000335,TB0100,316.8,360.0,0.0,003,BIANCA P,00,00,316.8,0.0
I,1,000355,2023-11-14,LD-GT01-S,2.0,,000335,TB0100,114.4,130.0,0.0,003,BIANCA P,00,00,114.4,0.0
I,1,000355,2023-11-14,LD-GT03-S,1.0,,000335,TB0100,132.0,150.0,0.0,003,BIANCA P,00,00,132.0,0.0
I,1,000355,2023-11-14,CS-PP102R-S,1.0,,000335,TB0100,204.16,232.0,0.0,003,BIANCA P,00,00,204.16,0.0
I,1,000355,2023-11-14,CS-FH-5L,1.0,,000335,TB0100,211.2,240.0,0.0,003,BIANCA P,00,00,211.2,0.0
I,1,000355,2023-11-14,CS-FH-5M,14.0,,000335,TB0100,158.4,180.0,0.0,003,BIANCA P,00,00,158.4,0.0
I,1,000355,2023-11-14,CS-FH-5S,25.0,,000335,TB0100,98.56,112.0,0.0,003,BIANCA P,00,00,98.56,0.0
I,1,000355,2023-11-14,CS-PP102R-L,2.0,,000335,TB0100,277.2,315.0,0.0,003,BIANCA P,00,00,277.2,0.0
I,1,000355,2023-11-14,CS-PP102R-M,5.0,,000335,TB0100,237.6,270.0,0.0,003,BIANCA P,00,00,237.6,0.0
I,1,000355,2023-11-14,XY-11-M,2.0,,000335,TB0100,209.44,238.0,0.0,003,BIANCA P,00,00,209.44,0.0
I,1,000355,2023-11-14,LD-T082-150,7.0,,000335,TB0100,177.76,202.0,0.0,003,BIANCA P,00,00,177.76,0.0
I,1,000355,2023-11-14,LD-T082-120,2.0,,000335,TB0100,138.16,157.0,0.0,003,BIANCA P,00,00,138.16,0.0
I,1,000355,2023-11-14,CS-PP102-M,5.0,,000335,TB0100,237.6,270.0,0.0,003,BIANCA P,00,00,237.6,0.0
I,1,000355,2023-11-14,CS-08B-S,7.0,,000335,TB0100,152.24,173.0,0.0,003,BIANCA P,00,00,152.24,0.0
I,1,000355,2023-11-14,LD-GT01-M,1.0,,000335,TB0100,126.72,144.0,0.0,003,BIANCA P,00,00,126.72,0.0
I,1,000355,2023-11-14,CS-06B-S,2.0,,000335,TB0100,230.56,262.0,0.0,003,BIANCA P,00,00,230.56,0.0
I,1,000355,2023-11-14,CS-PP46,4.0,,000335,TB0100,171.6,195.0,0.0,003,BIANCA P,00,00,171.6,0.0
I,1,000356,2023-11-14,JL-788D,3.0,,000348,FP0200,147.2,160.0,0.0,001,ESTHER,00,00,147.2,0.0
I,1,000356,2023-11-14,JL-W03-GD,200.0,,000348,FP0200,9.57,10.4,0.0,001,ESTHER,00,00,9.57,0.0
I,1,000356,2023-11-14,CS-H-2,16.0,,000348,FP0200,172.04,187.0,0.0,001,ESTHER,00,00,172.04,0.0
I,1,000356,2023-11-14,ZJ-28-B,3.0,,000348,FP0200,49.68,54.0,0.0,001,ESTHER,00,00,49.68,0.0
I,1,000357,2023-11-14,CS-C-65,100.0,,000357,TE0300,91.8,108.0,0.0,003,BIANCA P,00,00,91.8,0.0
I,1,000357,2023-11-14,CS-C-4,20.0,,000357,TE0300,91.8,108.0,0.0,003,BIANCA P,00,00,91.8,0.0
I,1,000357,2023-11-14,CS-AH-1S,5.0,,000357,TE0300,236.3,278.0,0.0,003,BIANCA P,00,00,236.3,0.0
I,1,000358,2023-11-14,HH-TS01-SV,5.0,,000360,ME0100,81.0,70.0,0.0,003,BIANCA P,00,00,81.0,0.0
I,1,000358,2023-11-14,LD-GT010-L,15.0,,000360,ME0100,252.0,252.0,0.0,003,BIANCA P,00,00,252.0,0.0
I,1,000358,2023-11-14,ZJ-MR01-BK,100.0,,000360,ME0100,3.0,3.0,0.0,003,BIANCA P,00,00,3.0,0.0
I,1,000358,2023-11-14,ZJ-MR01-GR,50.0,,000360,ME0100,3.0,3.0,0.0,003,BIANCA P,00,00,3.0,0.0
I,1,000358,2023-11-14,ZJ-MR01-YE,50.0,,000360,ME0100,3.0,3.0,0.0,003,BIANCA P,00,00,3.0,0.0
I,1,000358,2023-11-14,ZJ-MR01-RD,50.0,,000360,ME0100,3.0,3.0,0.0,003,BIANCA P,00,00,3.0,0.0
I,1,000358,2023-11-14,HH-MS119,10.0,,000360,ME0100,16.0,16.0,0.0,003,BIANCA P,00,00,16.0,0.0
I,1,000359,2023-11-14,CS-KH14-L,5.0,,000358,PA0400,432.0,480.0,0.0,003,BIANCA P,00,00,432.0,0.0
I,1,000359,2023-11-14,CS-KH14-M,5.0,,000358,PA0400,378.0,420.0,0.0,003,BIANCA P,00,00,378.0,0.0
I,1,000359,2023-11-14,CS-KH205,37.0,,000358,PA0400,84.6,94.0,0.0,003,BIANCA P,00,00,84.6,0.0
I,1,000359,2023-11-14,LD-611-150,15.0,,000358,PA0400,405.0,450.0,0.0,003,BIANCA P,00,00,405.0,0.0
I,1,000359,2023-11-14,JL-W02-GD,300.0,,000358,PA0400,9.0,10.0,0.0,003,BIANCA P,00,00,9.0,0.0
I,1,000359,2023-11-14,CS-MAP-M,40.0,,000358,PA0400,303.3,337.0,0.0,003,BIANCA P,00,00,303.3,0.0
I,1,000360,2023-11-14,CS-PP46,15.0,,000355,WHC010,171.6,195.0,0.0,001,ESTHER,00,00,171.6,0.0
I,1,000360,2023-11-14,CS-KH205,10.0,,000355,WHC010,82.72,94.0,0.0,001,ESTHER,00,00,82.72,0.0
I,1,000361,2023-11-14,CS-PP102-M,12.0,,000361,CP0100,270.0,270.0,0.0,001,ESTHER,00,00,270.0,0.0
I,1,000362,2023-11-14,CS-MAP-L,10.0,,000363,HD0100,379.04,412.0,0.0,003,BIANCA P,00,00,379.04,0.0
I,1,000362,2023-11-14,CS-MAP-M,10.0,,000363,HD0100,310.04,337.0,0.0,003,BIANCA P,00,00,310.04,0.0
I,1,000362,2023-11-14,CS-A70,11.0,,000363,HD0100,317.4,345.0,0.0,003,BIANCA P,00,00,317.4,0.0
I,1,000363,2023-11-14,CS-A7-M,3.0,,000364,TC0700,209.7,223.0,0.0,001,ESTHER,00,00,209.7,0.0
I,1,000363,2023-11-14,CS-A4-P,3.0,,000364,TC0700,245.7,273.0,0.0,001,ESTHER,00,00,245.7,0.0
I,1,000364,2023-11-15,CS-158040-C,1.0,,,IT0100,144.0,160.0,0.0,003,BIANCA P,00,00,144.0,0.0
I,1,000365,2023-11-15,LD-GT00-L,1.0,WITS 8,000297,TDG020,171.7,202.0,0.0,003,BIANCA P,00,00,171.7,0.0
I,1,000365,2023-11-15,LD-GT00-M,1.0,WITS 8,000297,TDG020,147.05,173.0,0.0,003,BIANCA P,00,00,147.05,0.0
I,1,000365,2023-11-15,LD-GT00-S,1.0,WITS 8,000297,TDG020,122.4,144.0,0.0,003,BIANCA P,00,00,122.4,0.0
I,1,000365,2023-11-15,CS-C-65,7.0,WITS 8,000297,TDG020,91.8,108.0,0.0,003,BIANCA P,00,00,91.8,0.0
I,1,000365,2023-11-15,CS-D60,6.0,WITS 8,000297,TDG020,22.95,27.0,0.0,003,BIANCA P,00,00,22.95,0.0
I,1,000365,2023-11-15,CS-101040-B,6.0,WITS 8,000297,TDG020,158.95,187.0,0.0,003,BIANCA P,00,00,158.95,0.0
I,1,000366,2023-11-15,LD-GT00-L,17.0,GLENCORE,000321,TDG020,171.7,202.0,0.0,003,BIANCA P,00,00,171.7,0.0
I,1,000366,2023-11-15,LD-GT00-M,16.0,GLENCORE,000321,TDG020,147.05,173.0,0.0,003,BIANCA P,00,00,147.05,0.0
I,1,000366,2023-11-15,LD-GT00-S,21.0,GLENCORE,000321,TDG020,122.4,144.0,0.0,003,BIANCA P,00,00,122.4,0.0
I,1,000367,2023-11-15,LD-T082-150,65.0,BADGER,000344,TDG020,171.7,202.0,0.0,003,BIANCA P,00,00,171.7,0.0
I,1,000367,2023-11-15,LD-T082-120,18.0,BADGER,000344,TDG020,133.45,157.0,0.0,003,BIANCA P,00,00,133.45,0.0
I,1,000367,2023-11-15,CS-D58,12.0,BADGER,000344,TDG020,134.3,158.0,0.0,003,BIANCA P,00,00,134.3,0.0
I,1,000367,2023-11-15,CS-H-20,4.0,BADGER,000344,TDG020,158.95,187.0,0.0,003,BIANCA P,00,00,158.95,0.0
I,1,000367,2023-11-15,CS-H-15,4.0,BADGER,000344,TDG020,158.95,187.0,0.0,003,BIANCA P,00,00,158.95,0.0
I,1,000367,2023-11-15,CS-H-1,4.0,BADGER,000344,TDG020,158.95,187.0,0.0,003,BIANCA P,00,00,158.95,0.0
I,1,000367,2023-11-15,LD-T029-L,1.0,BADGER,000344,TDG020,350.2,412.0,0.0,003,BIANCA P,00,00,350.2,0.0
I,1,000367,2023-11-15,CS-D80,1.0,BADGER,000344,TDG020,34.0,40.0,0.0,003,BIANCA P,00,00,34.0,0.0
I,1,000368,2023-11-15,ZJ-27-A,2.0,,000356,TA0100,55.8,62.0,0.0,003,BIANCA P,00,00,55.8,0.0
I,1,000368,2023-11-15,ZJ-27-C,10.0,,000356,TA0100,41.4,46.0,0.0,003,BIANCA P,00,00,41.4,0.0
I,1,000368,2023-11-15,JL-1509B,2.0,,000356,TA0100,230.4,256.0,0.0,003,BIANCA P,00,00,230.4,0.0
I,1,000368,2023-11-15,JL-1509C,4.0,,000356,TA0100,201.6,224.0,0.0,003,BIANCA P,00,00,201.6,0.0
I,1,000368,2023-11-15,JL-1509D,1.0,,000356,TA0100,180.0,200.0,0.0,003,BIANCA P,00,00,180.0,0.0
I,1,000368,2023-11-15,JL-3064A,1.0,,000356,TA0100,237.6,264.0,0.0,003,BIANCA P,00,00,237.6,0.0
I,1,000368,2023-11-15,JL-3064B,3.0,,000356,TA0100,216.0,240.0,0.0,003,BIANCA P,00,00,216.0,0.0
I,1,000368,2023-11-15,JL-3064C,3.0,,000356,TA0100,194.4,216.0,0.0,003,BIANCA P,00,00,194.4,0.0
I,1,000368,2023-11-15,JL-3083A,3.0,,000356,TA0100,295.2,328.0,0.0,003,BIANCA P,00,00,295.2,0.0
I,1,000368,2023-11-15,JL-3083B,2.0,,000356,TA0100,259.2,288.0,0.0,003,BIANCA P,00,00,259.2,0.0
I,1,000368,2023-11-15,JL-3083C,2.0,,000356,TA0100,223.2,248.0,0.0,003,BIANCA P,00,00,223.2,0.0
I,1,000368,2023-11-15,CS-KH204,3.0,,000356,TA0100,84.6,94.0,0.0,003,BIANCA P,00,00,84.6,0.0
I,1,000368,2023-11-15,LD-T082-120,4.0,,000356,TA0100,141.3,157.0,0.0,003,BIANCA P,00,00,141.3,0.0
I,1,000368,2023-11-15,CS-J-7B,5.0,,000356,TA0100,87.3,97.0,0.0,003,BIANCA P,00,00,87.3,0.0
I,1,000368,2023-11-15,CS-137030-C,5.0,,000356,TA0100,94.5,105.0,0.0,003,BIANCA P,00,00,94.5,0.0
I,1,000369,2023-11-15,LD-GLB60-1,50.0,,000345,SN0200,51.0,60.0,0.0,001,ESTHER,00,00,51.0,0.0
I,1,000369,2023-11-15,RH-01-Y,60.0,,000345,SN0200,3.4,4.0,0.0,001,ESTHER,00,00,3.4,0.0
I,1,000369,2023-11-15,CS-KH14-S,15.0,,000345,SN0200,261.8,308.0,0.0,001,ESTHER,00,00,261.8,0.0
I,1,000369,2023-11-15,LD-54-140,80.0,,000345,SN0200,216.75,255.0,0.0,001,ESTHER,00,00,216.75,0.0
I,1,000370,2023-11-15,YT6073-5,100.0,,000353,GW0100,8.75,6.5,0.0,001,ESTHER,00,00,8.75,0.0
I,1,000371,2023-11-15,HX-4239-A,3.0,,,TT0700,199.64,217.0,0.0,003,BIANCA P,00,00,199.64,0.0
I,1,000371,2023-11-15,CS-2HB-XL,2.0,,,TT0700,214.36,223.0,0.0,003,BIANCA P,00,00,214.36,0.0
I,1,000371,2023-11-15,CS-2HB-L,4.0,,,TT0700,186.76,194.0,0.0,003,BIANCA P,00,00,186.76,0.0
I,1,000371,2023-11-15,CS-2HB-M,2.0,,,TT0700,159.16,166.0,0.0,003,BIANCA P,00,00,159.16,0.0
I,1,000371,2023-11-15,CS-FH-5L,2.0,,,TT0700,220.8,240.0,0.0,003,BIANCA P,00,00,220.8,0.0
I,1,000371,2023-11-15,CS-FH-5M,4.0,,,TT0700,165.6,180.0,0.0,003,BIANCA P,00,00,165.6,0.0
I,1,000371,2023-11-15,CS-FH-5S,2.0,,,TT0700,103.04,112.0,0.0,003,BIANCA P,00,00,103.04,0.0
I,1,000371,2023-11-15,LD-067-L,3.0,,,TT0700,414.0,450.0,0.0,003,BIANCA P,00,00,414.0,0.0
I,1,000371,2023-11-15,LD-067-M,3.0,,,TT0700,379.04,412.0,0.0,003,BIANCA P,00,00,379.04,0.0
I,1,000371,2023-11-15,LD-067-S,3.0,,,TT0700,345.0,375.0,0.0,003,BIANCA P,00,00,345.0,0.0
I,1,000371,2023-11-15,JL-S01-GD,15.0,,,TT0700,10.12,11.0,0.0,003,BIANCA P,00,00,10.12,0.0
I,1,000371,2023-11-15,CS-H-15,9.0,,,TT0700,172.04,187.0,0.0,003,BIANCA P,00,00,172.04,0.0
I,1,000372,2023-11-15,CS-022-102,9.0,,,CCG020,266.0,266.0,0.0,002,BIANCA,00,00,266.0,0.0
I,1,000373,2023-11-15,JL-898B,30.0,,000372,PGJ010,122.4,136.0,0.0,001,ESTHER,00,00,122.4,0.0
I,1,000374,2023-11-15,LD-611-140,1.0,,000370,FP0200,379.04,412.0,0.0,001,ESTHER,00,00,379.04,0.0
I,1,000374,2023-11-15,LD-GT010-L,1.0,,000370,FP0200,231.84,252.0,0.0,001,ESTHER,00,00,231.84,0.0
I,1,000375,2023-11-15,ZJ-A2-GD,230.0,,000368,MSB010,8.17,8.6,0.0,001,ESTHER,00,00,8.17,0.0
I,1,000375,2023-11-15,RH-01-G,45.0,,000368,MSB010,3.8,4.0,0.0,001,ESTHER,00,00,3.8,0.0
I,1,000375,2023-11-15,JL-S01-BZ,20.0,,000368,MSB010,10.45,11.0,0.0,001,ESTHER,00,00,10.45,0.0
I,1,000375,2023-11-15,JL-S01-GD,20.0,,000368,MSB010,10.45,11.0,0.0,001,ESTHER,00,00,10.45,0.0
I,1,000375,2023-11-15,JL-S01-SV,20.0,,000368,MSB010,10.45,11.0,0.0,001,ESTHER,00,00,10.45,0.0
I,1,000375,2023-11-15,CS-KH205,1.0,,000368,MSB010,89.3,94.0,0.0,001,ESTHER,00,00,89.3,0.0
I,1,000376,2023-11-15,JL-W03-GD,200.0,,000365,SSL010,10.4,10.4,0.0,003,BIANCA P,00,00,10.4,0.0
I,1,000376,2023-11-15,JL-W03-SV,200.0,,000365,SSL010,10.4,10.4,0.0,003,BIANCA P,00,00,10.4,0.0
I,1,000376,2023-11-15,JL-W03-BZ,200.0,,000365,SSL010,10.4,10.4,0.0,003,BIANCA P,00,00,10.4,0.0
I,1,000376,2023-11-15,CS-184-L,3.0,,000365,SSL010,412.0,412.0,0.0,003,BIANCA P,00,00,412.0,0.0
I,1,000376,2023-11-15,CS-184-M,3.0,,000365,SSL010,345.0,345.0,0.0,003,BIANCA P,00,00,345.0,0.0
I,1,000376,2023-11-15,CS-184-S,3.0,,000365,SSL010,315.0,315.0,0.0,003,BIANCA P,00,00,315.0,0.0
I,1,000376,2023-11-15,CS-K08-L,2.0,,000365,SSL010,427.0,427.0,0.0,003,BIANCA P,00,00,427.0,0.0
I,1,000376,2023-11-15,CS-K08-M,2.0,,000365,SSL010,375.0,375.0,0.0,003,BIANCA P,00,00,375.0,0.0
I,1,000376,2023-11-15,CS-K08-S,2.0,,000365,SSL010,345.0,345.0,0.0,003,BIANCA P,00,00,345.0,0.0
I,1,000377,2023-11-15,CS-PRI-04,2.0,,,AGU010,265.05,285.0,0.0,003,BIANCA P,00,00,265.05,0.0
I,1,000378,2023-11-15,CS-101040-B,5.0,,000373,MD0200,187.0,187.0,0.0,001,ESTHER,00,00,187.0,0.0
I,1,000379,2023-11-15,CS-H-20,4.0,,000366,TC0700,168.3,187.0,0.0,001,ESTHER,00,00,168.3,0.0
I,1,000379,2023-11-15,LD-GT01-S,3.0,,000366,TC0700,117.0,130.0,0.0,001,ESTHER,00,00,117.0,0.0
I,1,000379,2023-11-15,LD-GT08-M,3.0,,000366,TC0700,149.4,166.0,0.0,001,ESTHER,00,00,149.4,0.0
I,1,000379,2023-11-15,LD-GT08-S,1.0,,000366,TC0700,123.3,137.0,0.0,001,ESTHER,00,00,123.3,0.0
I,1,000380,2023-11-15,LD-T082-120,2.0,,,SSL010,157.0,157.0,0.0,003,BIANCA P,00,00,157.0,0.0
I,1,000381,2023-11-15,JL-A1,50.0,,000374,UBMM01,15.52,16.0,0.0,001,ESTHER,00,00,15.52,0.0
I,1,000381,2023-11-15,JL-A2,50.0,,000374,UBMM01,15.52,16.0,0.0,001,ESTHER,00,00,15.52,0.0
I,1,000381,2023-11-15,CS-021-3,5.0,,000374,UBMM01,150.35,155.0,0.0,001,ESTHER,00,00,150.35,0.0
I,1,000382,2023-11-15,LD-GT01-S,16.0,,000375,IT0100,117.0,130.0,0.0,003,BIANCA P,00,00,117.0,0.0
I,1,000382,2023-11-15,EXTRA3,2.0,,000375,IT0100,20.0,1.0,0.0,003,BIANCA P,00,00,20.0,0.0
I,1,000383,2023-11-15,CS-PRI-04,1.0,,,AGU010,265.05,285.0,0.0,003,BIANCA P,00,00,265.05,0.0
N,1,000215,2023-11-16,LD-54-160,-60.0,,QTY,,0.0,292.0,0.0,,BIANCA,00,00,0.0,0.0
I,1,000384,2023-11-16,JL-679E,10.0,,,LYE010,32.3,34.0,0.0,003,BIANCA P,00,00,32.3,0.0
I,1,000384,2023-11-16,CS-026Y-L,7.0,,,LYE010,248.9,262.0,0.0,003,BIANCA P,00,00,248.9,0.0
N,1,000216,2023-11-16,CS-135025,-320.0,,QTY,,0.0,68.0,0.0,,BIANCA,00,00,0.0,0.0
I,1,000385,2023-11-16,CS-H-1,3.0,,,FDS010,172.04,187.0,0.0,003,BIANCA P,00,00,172.04,0.0
I,1,000385,2023-11-16,CS-H-3,3.0,,,FDS010,172.04,187.0,0.0,003,BIANCA P,00,00,172.04,0.0
I,1,000385,2023-11-16,CS-H-15,3.0,,,FDS010,172.04,187.0,0.0,003,BIANCA P,00,00,172.04,0.0
I,1,000385,2023-11-16,CS-H-20,3.0,,,FDS010,172.04,187.0,0.0,003,BIANCA P,00,00,172.04,0.0
I,1,000385,2023-11-16,LD-S76,5.0,,,FDS010,64.4,70.0,0.0,003,BIANCA P,00,00,64.4,0.0
I,1,000385,2023-11-16,ZJ-16109-SV,10.0,,,FDS010,55.2,60.0,0.0,003,BIANCA P,00,00,55.2,0.0
I,1,000385,2023-11-16,ZJ-28-A,2.0,,,FDS010,57.04,62.0,0.0,003,BIANCA P,00,00,57.04,0.0
I,1,000386,2023-11-16,LD-54-160,60.0,,000367,SN0200,248.2,292.0,0.0,001,ESTHER,00,00,248.2,0.0
I,1,000386,2023-11-16,LD-014,23.0,,000367,SN0200,255.0,300.0,0.0,001,ESTHER,00,00,255.0,0.0
I,1,000386,2023-11-16,CS-PP71G-L,15.0,,000367,SN0200,286.45,337.0,0.0,001,ESTHER,00,00,286.45,0.0
