"ITEM NUMBER","DESCRIPTION","SUPPLIER","DOCNO","REFNO","DATE","QUANTITY","PRICE","TOTAL"
"LD-GT01-M","SQUARE GLASS 185MM (H)","KWC000 KWC","000001","000001","17/11/2023","100.00","144.00","14400.00"
"LD-GT01-M","SQUARE GLASS 185MM (H)","KWC000 KWC","000009","000009","08/10/2024","200.00","144.00","28800.00"
"LD-GT01-S","SQUARE GLASS 155MM (H)","KWC000 KWC","000001","000001","17/11/2023","100.00","130.00","13000.00"
"LD-GT01-S","SQUARE GLASS 155MM (H)","KWC000 KWC","000009","000009","08/10/2024","200.00","130.00","26000.00"
"LD-GT03-L","TRIANGLE GLASS 215MM (H)","KWC000 KWC","000001","000001","17/11/2023","100.00","225.00","22500.00"
"LD-GT03-M","TRIANGLE GLASS 185MM (H)","KWC000 KWC","000001","000001","17/11/2023","100.00","188.00","18800.00"
"LD-GT03-S","TRIANGLE GLASS 155MM (H)","KWC000 KWC","000001","000001","17/11/2023","100.00","150.00","15000.00"
"LD-GT08-L","EIGHT SIDE GLASS 220MM (H)","KWC000 KWC","000001","000001","17/11/2023","100.00","194.00","19400.00"
"LD-GT08-L","EIGHT SIDE GLASS 220MM (H)","KWC000 KWC","000009","000009","08/10/2024","100.00","194.00","19400.00"
"LD-GT08-M","EIGHT SIDE GLASS 190MM (H)","KWC000 KWC","000004","000004","28/02/2024","200.00","166.00","33200.00"
"LD-GT08-S","EIGHT SIDE GLASS 155MM (H)","KWC000 KWC","000001","000001","17/11/2023","100.00","137.00","13700.00"
"LD-GT08-S","EIGHT SIDE GLASS 155MM (H)","KWC000 KWC","000004","000004","28/02/2024","200.00","137.00","27400.00"
"LD-L40","40MM BALL STAND 15MM(H)","KWC000 KWC","000008","000008","26/07/2024","226.00","26.00","5876.00"
"LD-T029-L","PILLAR TR 255MM","KWC000 KWC","000006","000006","20/06/2024","120.00","477.00","57240.00"
"LD-T029-L","PILLAR TR 255MM","KWC000 KWC","000009","000009","08/10/2024","100.00","420.00","42000.00"
"LD-T029-M","PILLAR TR 225MM","KWC000 KWC","000006","000006","20/06/2024","120.00","428.00","51360.00"
"LD-T029-M","PILLAR TR 225MM","KWC000 KWC","000009","000009","08/10/2024","100.00","385.00","38500.00"
"LD-T029-S","PILLAR TR 200MM","KWC000 KWC","000006","000006","20/06/2024","120.00","398.00","47760.00"
"LD-T029-S","PILLAR TR 200MM","KWC000 KWC","000009","000009","08/10/2024","100.00","350.00","35000.00"
"LD-T082-100","ROUND ON BASE 100MM(D) 115","KWC000 KWC","000006","000006","20/06/2024","300.00","136.00","40800.00"
"LD-T082-100","ROUND ON BASE 100MM(D) 115","KWC000 KWC","000009","000009","08/10/2024","500.00","119.00","59500.00"
"LD-T082-120","ROUND ON BASE 120MM(D) 135","KWC000 KWC","000001","000001","17/11/2023","200.00","157.00","31400.00"
"LD-T082-120","ROUND ON BASE 120MM(D) 135","KWC000 KWC","000006","000006","20/06/2024","200.00","167.00","33400.00"
"LD-T082-120","ROUND ON BASE 120MM(D) 135","KWC000 KWC","000009","000009","08/10/2024","500.00","147.00","73500.00"
"LD-T082-150","ROUND ON BASE 150MM(D) 165","KWC000 KWC","000001","000001","17/11/2023","200.00","202.00","40400.00"
"LD-T082-150","ROUND ON BASE 150MM(D) 165","KWC000 KWC","000006","000006","20/06/2024","200.00","215.00","43000.00"
"LD-T082-150","ROUND ON BASE 150MM(D) 165","KWC000 KWC","000009","000009","08/10/2024","500.00","189.00","94500.00"
"LD-T082-80","ROUND ON BASE 80MM(D) 95MM","KWC000 KWC","000009","000009","08/10/2024","300.00","91.00","27300.00"
"LD-T083","TRIANGLE ON BASE 220MM(H)","KWC000 KWC","000001","000001","17/11/2023","100.00","262.00","26200.00"
"LD-T083","TRIANGLE ON BASE 220MM(H)","KWC000 KWC","000006","000006","20/06/2024","119.00","279.00","33201.00"
"RH-01","WHITE SILKY RIBBON 400MM","KWC000 KWC","000002","000002","17/11/2023","2000.00","4.00","8000.00"
"RH-01-B","BLUE SILKY RIBBON 400MM (L","KWC000 KWC","000010","000010","08/10/2024","2000.00","4.00","8000.00"
"RH-01-BLK","BLACK SILKY RIBBON 400MM (","KWC000 KWC","000002","000002","17/11/2023","2000.00","4.00","8000.00"
"RH-01-R","RED SILKY RIBBON 400MM (LO","KWC000 KWC","000002","000002","17/11/2023","2000.00","4.00","8000.00"
"RH-01-R","RED SILKY RIBBON 400MM (LO","KWC000 KWC","000010","000010","08/10/2024","2000.00","4.00","8000.00"
"ZJ-1582A","MASSIVE GD CUP 670MM (H)","KWC000 KWC","000010","000010","08/10/2024","60.00","730.00","43800.00"
"ZJ-16109-BZ","MULTI HOLDER BRONZE 225MM","KWC000 KWC","000005","000005","28/02/2024","100.00","60.00","6000.00"
"ZJ-16109-BZ","MULTI HOLDER BRONZE 225MM","KWC000 KWC","000007","000007","20/06/2024","150.00","64.00","9600.00"
"ZJ-16109-GD","MULTI HOLDER GOLD 225MM (H","KWC000 KWC","000005","000005","28/02/2024","100.00","60.00","6000.00"
"ZJ-16109-GD","MULTI HOLDER GOLD 225MM (H","KWC000 KWC","000007","000007","20/06/2024","150.00","64.00","9600.00"
"ZJ-16109-SV","MULTI HOLDER SILVER 225MM","KWC000 KWC","000007","000007","20/06/2024","250.00","64.00","16000.00"
"ZJ-205A",""V" RED & GD CUP 500MM(H)","KWC000 KWC","000002","000002","17/11/2023","96.00","192.00","18432.00"
"ZJ-205B",""V" RED & GD CUP 430MM(H)","KWC000 KWC","000002","000002","17/11/2023","96.00","152.00","14592.00"
"ZJ-205C",""V" RED & GD CUP 360MM(H)","KWC000 KWC","000002","000002","17/11/2023","96.00","120.00","11520.00"
"ZJ-2066-A","GOLD KINGS CUP 575MM (H)","KWC000 KWC","000005","000005","28/02/2024","84.00","351.00","29484.00"
"ZJ-2066-B","GOLD KINGS CUP 510MM (H)","KWC000 KWC","000010","000010","08/10/2024","60.00","320.00","19200.00"
"ZJ-2066-C","GOLD KINGS CUP 445MM (H)","KWC000 KWC","000010","000010","08/10/2024","80.00","281.00","22480.00"
"ZJ-209","GD SOCCER BOOT & BALL 190M","KWC000 KWC","000002","000002","17/11/2023","120.00","100.00","12000.00"
"ZJ-209","GD SOCCER BOOT & BALL 190M","KWC000 KWC","000007","000007","20/06/2024","240.00","106.00","25440.00"
"ZJ-27-A","GOLD CUP PINE CONE 225MM(H","KWC000 KWC","000005","000005","28/02/2024","200.00","62.00","12400.00"
"ZJ-27-A","GOLD CUP PINE CONE 225MM(H","KWC000 KWC","000010","000010","08/10/2024","200.00","62.00","12400.00"
"ZJ-27-B","GOLD CUP PINE CONE 205MM(H","KWC000 KWC","000005","000005","28/02/2024","200.00","54.00","10800.00"
"ZJ-27-B","GOLD CUP PINE CONE 205MM(H","KWC000 KWC","000010","000010","08/10/2024","300.00","54.00","16200.00"
"ZJ-27-C","GOLD CUP PINE CONE 185MM(H","KWC000 KWC","000005","000005","28/02/2024","200.00","46.00","9200.00"
"ZJ-27-C","GOLD CUP PINE CONE 185MM(H","KWC000 KWC","000010","000010","08/10/2024","300.00","46.00","13800.00"
"ZJ-28-B","SILVER CUP PINE CONE 200MM","KWC000 KWC","000002","000002","17/11/2023","250.00","54.00","13500.00"
"ZJ-28-C","SILVER CUP PINE CONE 180MM","KWC000 KWC","000002","000002","17/11/2023","250.00","46.00","11500.00"
"ZJ-303-4C","HANDLED GOLD CUP 330MM(H)","KWC000 KWC","000002","000002","17/11/2023","120.00","100.00","12000.00"
"ZJ-303-4C","HANDLED GOLD CUP 330MM(H)","KWC000 KWC","000010","000010","08/10/2024","144.00","100.00","14400.00"
"ZJ-303-4D","HANDLED GOLD CUP 290MM(H)","KWC000 KWC","000002","000002","17/11/2023","144.00","76.00","10944.00"
"ZJ-303-4D","HANDLED GOLD CUP 290MM(H)","KWC000 KWC","000010","000010","08/10/2024","144.00","76.00","10944.00"
"ZJ-A2-BZ","BZ CUP METAL MEDAL 50MM(D)","KWC000 KWC","000010","000010","08/10/2024","1000.00","8.60","8600.00"
"ZJ-A2-SV","SV CUP METAL MEDAL 50MM(D)","KWC000 KWC","000010","000010","08/10/2024","1000.00","8.60","8600.00"
"ZJ-GX2-C","GOLD CUP; ROYAL 300MM","KWC000 KWC","000007","000007","20/06/2024","150.00","140.00","21000.00"
"ZJ-HL-B","BIG SV CUP WOODEN BASE 605","KWC000 KWC","000010","000010","08/10/2024","32.00","943.00","30176.00"
"ZJ-M01-BZ","BRONZE LEAVE MEDAL 65MM (D","KWC000 KWC","000005","000005","28/02/2024","600.00","13.00","7800.00"
"ZJ-M01-GD","GOLD LEAVE MEDAL 65MM (DIA","KWC000 KWC","000005","000005","28/02/2024","1800.00","13.00","23400.00"
"ZJ-M01-SV","SILVER LEAVE MEDAL 65MM (D","KWC000 KWC","000005","000005","28/02/2024","1200.00","13.00","15600.00"
"ZJ-MR01-BK","BLACK MATTE MEDAL HOLDER 4","KWC000 KWC","000010","000010","08/10/2024","3000.00","3.00","9000.00"
"ZJ-MR01-BL","BLUE MATTE MEDAL HOLDER 43","KWC000 KWC","000007","000007","20/06/2024","3000.00","3.00","9000.00"
"ZJ-MR01-GR","GREEN MATTE MEDAL HOLDER 4","KWC000 KWC","000007","000007","20/06/2024","3000.00","3.00","9000.00"
"ZJ-MR01-RD","RED MATTE MEDAL HOLDER 430","KWC000 KWC","000007","000007","20/06/2024","3000.00","3.00","9000.00"
"ZJ-MR01-YE","YELLOW MATTE MEDAL HOLDER","KWC000 KWC","000010","000010","08/10/2024","3000.00","3.00","9000.00"
"ZJ-T140C-BZ","WAVE CUP; BRONZE 290MM","KWC000 KWC","000007","000007","20/06/2024","60.00","123.00","7380.00"
"ZJ-T140C-GD","WAVE CUP; GOLD 290MM","KWC000 KWC","000007","000007","20/06/2024","120.00","123.00","14760.00"
"ZJ-T140C-SV","WAVE CUP; SILVER 290MM","KWC000 KWC","000007","000007","20/06/2024","60.00","123.00","7380.00"
"ZJ-YG058A","GD TROPHY FRUITY DESING 52","KWC000 KWC","000003","000003","21/11/2023","156.00","264.00","41184.00"
"ZJ-YG058B","GD TROPHY FRUITY DESING 48","KWC000 KWC","000003","000003","21/11/2023","156.00","224.00","34944.00"
"ZJ-YG058C","GD TROPHY FRUITY DESING 43","KWC000 KWC","000003","000003","21/11/2023","156.00","200.00","31200.00"
"ZJ-YG-091A","GD TROPHY 440MM(H)","KWC000 KWC","000003","000003","21/11/2023","156.00","224.00","34944.00"
"ZJ-YG-091B","GD TROPHY 390MM(H)","KWC000 KWC","000003","000003","21/11/2023","156.00","192.00","29952.00"
"ZJ-YG-091C","GD TROPHY 340MM(H)","KWC000 KWC","000003","000003","21/11/2023","156.00","160.00","24960.00"
"ZJ-YG157-BZ","FUNNEL CUP BRONZE 255MM(H)","KWC000 KWC","000005","000005","28/02/2024","100.00","52.00","5200.00"
"ZJ-YG157-BZ","FUNNEL CUP BRONZE 255MM(H)","KWC000 KWC","000007","000007","20/06/2024","100.00","55.00","5500.00"
"ZJ-YG157-GD","FUNNEL CUP GOLD 255MM(H)","KWC000 KWC","000005","000005","28/02/2024","150.00","52.00","7800.00"
"ZJ-YG157-GD","FUNNEL CUP GOLD 255MM(H)","KWC000 KWC","000007","000007","20/06/2024","100.00","55.00","5500.00"
"ZJ-YG157-SV","FUNNEL CUP SILVER` 255MM(H","KWC000 KWC","000005","000005","28/02/2024","100.00","52.00","5200.00"
"ZJ-YG157-SV","FUNNEL CUP SILVER` 255MM(H","KWC000 KWC","000007","000007","20/06/2024","100.00","55.00","5500.00"
"ZJ-YG159-BZ","STAR CHALISE BRONZE 160MM(","KWC000 KWC","000007","000007","20/06/2024","100.00","42.00","4200.00"
"ZJ-YG159-GD","STAR CHALISE GOLD 160MM(H)","KWC000 KWC","000007","000007","20/06/2024","100.00","42.00","4200.00"
"ZJ-YG159-SV","STAR CHALISE SILVER 160MM(","KWC000 KWC","000005","000005","28/02/2024","100.00","40.00","4000.00"
"ZJ-YG159-SV","STAR CHALISE SILVER 160MM(","KWC000 KWC","000007","000007","20/06/2024","100.00","42.00","4200.00"
"ZJ-YG-216C","GOLD PLASTIC CUP; BLACK BA","KWC000 KWC","000007","000007","20/06/2024","250.00","55.00","13750.00"
"ZJ-YG218-GD","GD 3D MUSIC NOTE 200MM (H)","KWC000 KWC","000010","000010","08/10/2024","100.00","46.40","4640.00"
"ZJ-YG218-SV","SV 3D MUSIC NOTE 200MM (H)","KWC000 KWC","000010","000010","08/10/2024","100.00","46.40","4640.00"
"ZJ-YG226-B","GD CUP BUTTON DECOR 250MM","KWC000 KWC","000010","000010","08/10/2024","100.00","64.00","6400.00"
"ZJ-YG226-C","GD CUP BUTTON DECOR 225MM","KWC000 KWC","000002","000002","17/11/2023","200.00","52.00","10400.00"
"ZJ-YG229A-R","RED STAR PILLAR 285MM","KWC000 KWC","000007","000007","20/06/2024","120.00","72.00","8640.00"
"ZJ-YG-229C","PLAIN STAR PILLAR 220MM","KWC000 KWC","000007","000007","20/06/2024","250.00","49.00","12250.00"
"ZJ-YG235-A","GD CUP LEAF DECOR 265MM (H","KWC000 KWC","000002","000002","17/11/2023","200.00","84.00","16800.00"
"ZJ-YG235-B","GD CUP LEAF DECOR 240MM (H","KWC000 KWC","000002","000002","17/11/2023","200.00","64.00","12800.00"
"ZJ-YG235-C","GD CUP LEAF DECOR 210MM (H","KWC000 KWC","000002","000002","17/11/2023","200.00","52.00","10400.00"
"ZJ-YG-248","GOLD SOCCER BALL W/ SHOOTI","KWC000 KWC","000007","000007","20/06/2024","100.00","61.00","6100.00"
"","","","","","","","","11417017.00"
